Url de la page ; Titre ; Auteur ; Prix ; Description ; Resumé ; Collection ; Url image 
https://www.lalibrairie.com/livres/des-ailes-d-argent--la-vengeance-d-une-femme-est-douce-et-impitoyable_0-6872120_9782330138516.html ;Des ailes d'argent ;Camilla Läckberg ;22.70 ;Format : Broché              Nb de pages : 305 pages              Poids : 432 g              Dimensions : 15cm X 24cm              Date de parution : 04/11/2020              ISBN : 978-2-330-13851-6              EAN : 9782330138516 ;Grâce à sa société Revenge plus florissante que jamais et à son ex-mari infidèle en détention, Faye mène la belle vie à l'étranger. Pourtant, au moment où elle croit que tout est rentré dans l'ordre, sa petite bulle de bonheur est à nouveau menacée. ©Electre 2020 ;Actes noirs ;https://www.lalibrairie.com/cache/img/livres/516/9782330138516.jpg ;
